Table 1
,,,,,,,,,,,,,,
,Date,FTSE 100,Date,FTSE-All Share,Date,Gold ,Date,GBP Currency,Date,10 year Britain Bond,Date,3 Month British Bond,,
,6/4/2021,7069.04,6/4/2021,4042.42,6/10/2021,1339.09,6/11/2021,1.4107,2021-06-04,0.7893,2021-04-26,0.042,,
,6/3/2021,7064.35,6/3/2021,4039.19,6/9/2021,1338.23,6/10/2021,1.4177,2021-06-03,0.8398,2021-04-23,0.035,,
,6/2/2021,7108,6/2/2021,4063.52,6/8/2021,1337.16,6/9/2021,1.4118,2021-06-02,0.7985,2021-04-22,0.035,,
,6/1/2021,7080.46,6/1/2021,4049.03,6/7/2021,1339.59,6/8/2021,1.4157,2021-06-01,0.8248,2021-04-21,0.035,,
,5/28/2021,7022.61,5/28/2021,4016.13,6/4/2021,1335.98,6/7/2021,1.4183,2021-05-28,0.7936,2021-04-20,0.035,,
,5/27/2021,7019.67,5/27/2021,4013.5,6/3/2021,1326.11,6/4/2021,1.4157,2021-05-27,0.8093,2021-04-19,0.033,,
,5/26/2021,7026.93,5/26/2021,4015.75,6/2/2021,1346.65,6/3/2021,1.4106,2021-05-26,0.7514,2021-04-16,0.035,,
,5/25/2021,7029.79,5/25/2021,4009.85,6/1/2021,1343.09,6/2/2021,1.4171,2021-05-25,0.7851,2021-04-15,0.037,,
,5/24/2021,7051.59,5/24/2021,4021.24,5/31/2021,1342.16,6/1/2021,1.415,2021-05-24,0.8095,2021-04-14,0.037,,
,5/21/2021,7018.05,5/21/2021,4002.61,5/28/2021,1341.43,5/31/2021,1.4212,2021-05-21,0.8292,2021-04-13,0.037,,
,5/20/2021,7019.79,5/20/2021,4003.09,5/27/2021,1335.29,5/28/2021,1.4188,2021-05-20,0.8379,2021-04-12,0.037,,
,5/19/2021,6950.2,5/19/2021,3966.17,5/26/2021,1343.28,5/27/2021,1.4207,2021-05-19,0.8468,2021-04-01,-0.003,,
,5/18/2021,7034.24,5/18/2021,4007.57,5/25/2021,1342.65,5/26/2021,1.4119,2021-05-18,0.8666,2021-03-31,-0.010,,
,5/17/2021,7032.85,5/17/2021,4002.9,5/24/2021,1328.77,5/25/2021,1.4153,2021-05-17,0.8640,2021-03-30,-0.009,,
,5/14/2021,7043.61,5/14/2021,4012.07,5/21/2021,1329.63,5/24/2021,1.4157,2021-05-14,0.8559,2021-03-29,-0.002,,
,5/13/2021,6963.33,5/13/2021,3966.08,5/20/2021,1322.95,5/21/2021,1.415,2021-05-13,0.8967,2021-03-24,0.004,,
,5/12/2021,7004.63,5/12/2021,3986.82,5/19/2021,1324.4,5/20/2021,1.419,2021-05-12,0.8848,2021-03-23,0.004,,
,5/11/2021,6947.99,5/11/2021,3962.98,5/18/2021,1317.63,5/19/2021,1.4115,2021-05-11,0.8323,2021-03-22,0.005,,
,5/10/2021,7123.68,5/10/2021,4060.8,5/17/2021,1320.5,5/18/2021,1.4189,2021-05-10,0.7867,2021-03-19,0.010,,
,5/7/2021,7129.71,5/7/2021,4066.18,5/14/2021,1307.95,5/17/2021,1.4134,2021-05-07,0.7738,2021-03-18,0.018,,
,5/6/2021,7076.17,5/6/2021,4032.1,5/13/2021,1300.16,5/14/2021,1.4097,2021-05-06,0.7910,2021-03-17,0.018,,
,5/5/2021,7039.3,5/5/2021,4011.51,5/12/2021,1291.8,5/13/2021,1.4052,2021-05-05,0.8185,2021-03-16,0.018,,
,5/4/2021,6923.17,5/4/2021,3956.75,5/11/2021,1299.36,5/12/2021,1.4054,2021-05-04,0.7934,2021-03-15,0.017,,
,4/30/2021,6969.81,4/30/2021,3983.85,5/10/2021,1300.46,5/11/2021,1.4142,2021-04-30,0.8410,2021-03-12,0.028,,
,4/29/2021,6961.48,4/29/2021,3977.04,5/7/2021,1309,5/10/2021,1.4118,2021-04-29,0.8416,2021-03-10,0.018,,
,4/28/2021,6963.67,4/28/2021,3979.39,5/6/2021,1306.49,5/7/2021,1.3984,2021-04-28,0.7965,2021-03-09,0.019,,
,4/27/2021,6944.97,4/27/2021,3970.5,5/5/2021,1284.83,5/6/2021,1.3889,2021-04-27,0.7733,2021-03-08,0.014,,
,4/26/2021,6963.12,4/26/2021,3983.59,5/4/2021,1281.01,5/5/2021,1.3905,2021-04-26,0.7553,2021-03-05,-0.016,,
,4/23/2021,6938.56,4/23/2021,3965.16,5/3/2021,1289.21,5/4/2021,1.3887,2021-04-23,0.7421,2021-03-04,-0.015,,
,4/22/2021,6938.24,4/22/2021,3965.04,4/30/2021,1280.71,5/3/2021,1.3911,2021-04-22,0.7390,2021-03-03,-0.015,,
,4/21/2021,6895.29,4/21/2021,3935.64,4/29/2021,1271,4/30/2021,1.3822,2021-04-21,0.7385,2021-03-02,-0.016,,
,4/20/2021,6859.87,4/20/2021,3920.05,4/28/2021,1278.15,4/29/2021,1.3944,2021-04-20,0.7298,2021-03-01,-0.002,,
,4/19/2021,7000.08,4/19/2021,3996.65,4/27/2021,1277.21,4/28/2021,1.3935,2021-04-19,0.7538,2021-02-26,-0.014,,
,4/16/2021,7019.53,4/16/2021,4006.76,4/26/2021,1281.36,4/27/2021,1.3913,2021-04-16,0.7631,2021-02-25,-0.019,,
,4/15/2021,6983.5,4/15/2021,3988.72,4/23/2021,1280.29,4/26/2021,1.3899,2021-04-15,0.7363,2021-02-24,-0.019,,
,4/14/2021,6939.58,4/14/2021,3964.67,4/22/2021,1289.06,4/23/2021,1.3876,2021-04-14,0.8034,2021-02-23,-0.020,,
,4/13/2021,6890.49,4/13/2021,3939.31,4/21/2021,1287.73,4/22/2021,1.3839,2021-04-13,0.7775,2021-02-22,-0.020,,
,4/12/2021,6889.12,4/12/2021,3933.89,4/20/2021,1276.21,4/21/2021,1.3931,2021-04-12,0.7878,2021-02-19,-0.012,,
,4/9/2021,6915.75,4/9/2021,3949.51,4/19/2021,1266.48,4/20/2021,1.3937,2021-04-09,0.7718,2021-02-18,-0.007,,
,4/8/2021,6942.22,4/8/2021,3960.97,4/16/2021,1284.17,4/19/2021,1.3986,2021-04-08,0.7477,2021-02-17,-0.008,,
,4/7/2021,6885.32,4/7/2021,3931.53,4/15/2021,1279.54,4/16/2021,1.3832,2021-04-07,0.7720,2021-02-16,-0.003,,
,4/6/2021,6823.55,4/6/2021,3897.81,4/14/2021,1260.2,4/15/2021,1.3787,2021-04-06,0.7961,2021-02-15,-0.004,,
,4/1/2021,6737.3,4/1/2021,3849.24,4/13/2021,1269.44,4/14/2021,1.3779,2021-04-01,0.7937,2021-02-12,-0.010,,
,3/31/2021,6713.63,3/31/2021,3831.05,4/12/2021,1260.46,4/13/2021,1.375,2021-03-31,0.8437,2021-02-11,-0.005,,
,3/30/2021,6772.12,3/30/2021,3859.3,4/9/2021,1272.16,4/12/2021,1.3741,2021-03-30,0.8233,2021-02-10,-0.009,,
,3/29/2021,6736.17,3/29/2021,3838.57,4/8/2021,1278.32,4/9/2021,1.3707,2021-03-29,0.7869,2021-02-09,-0.011,,
,3/26/2021,6740.59,3/26/2021,3842.23,4/7/2021,1264.8,4/8/2021,1.3735,2021-03-26,0.7553,2021-02-08,-0.011,,
,3/25/2021,6674.83,3/25/2021,3804.75,4/6/2021,1261.02,4/7/2021,1.3737,2021-03-25,0.7277,2021-02-05,-0.012,,
,3/24/2021,6712.89,3/24/2021,3826.52,4/5/2021,1243.19,4/6/2021,1.3824,2021-03-24,0.7566,2021-02-04,-0.009,,
,3/23/2021,6699.19,3/23/2021,3817.33,4/2/2021,1249.92,4/5/2021,1.39,2021-03-23,0.7613,2021-02-03,-0.015,,
,3/22/2021,6726.1,3/22/2021,3834.05,4/1/2021,1250.78,4/2/2021,1.3832,2021-03-22,0.8124,2021-02-02,-0.018,,
,3/19/2021,6708.71,3/19/2021,3824.92,3/31/2021,1239.01,4/1/2021,1.3833,2021-03-19,0.8363,2021-02-01,-0.017,,
,3/18/2021,6779.68,3/18/2021,3862.12,3/30/2021,1226.53,3/31/2021,1.3783,2021-03-18,0.8739,2021-01-29,-0.023,,
,3/17/2021,6762.67,3/17/2021,3854.27,3/29/2021,1244.09,3/30/2021,1.374,2021-03-17,0.8281,2021-01-28,-0.020,,
,3/16/2021,6803.61,3/16/2021,3879.81,3/26/2021,1256.41,3/29/2021,1.3762,2021-03-16,0.7833,2021-01-27,-0.021,,
,3/15/2021,6749.7,3/15/2021,3846.97,3/25/2021,1257.49,3/26/2021,1.3789,2021-03-15,0.7961,2021-01-22,-0.022,,
,3/12/2021,6761.47,3/12/2021,3851.15,3/24/2021,1267.46,3/25/2021,1.3734,2021-03-12,0.8204,2021-01-21,-0.020,,
,3/11/2021,6736.96,3/11/2021,3841.18,3/23/2021,1255.75,3/24/2021,1.3686,2021-03-11,0.7334,2021-01-19,-0.029,,
,3/10/2021,6725.6,3/10/2021,3830.21,3/22/2021,1254.39,3/23/2021,1.3752,2021-03-10,0.7125,2021-01-18,-0.035,,
,3/9/2021,6730.34,3/9/2021,3831.59,3/19/2021,1258.09,3/22/2021,1.3864,2021-03-09,0.7252,2021-01-15,-0.039,,
,3/8/2021,6719.13,3/8/2021,3820.19,3/18/2021,1246.77,3/19/2021,1.3872,2021-03-08,0.7533,2021-01-14,-0.052,,
,3/5/2021,6630.52,3/5/2021,3771.73,3/17/2021,1249.88,3/18/2021,1.3925,2021-03-05,0.7548,2021-01-13,-0.053,,
,3/4/2021,6650.88,3/4/2021,3792.09,3/16/2021,1246.55,3/17/2021,1.3966,2021-03-04,0.7291,2021-01-12,-0.060,,
,3/3/2021,6675.47,3/3/2021,3808.24,3/15/2021,1245.5,3/16/2021,1.3891,2021-03-03,0.7779,2021-01-11,-0.055,,
,3/2/2021,6613.75,3/2/2021,3771.68,3/12/2021,1240.51,3/15/2021,1.39,2021-03-02,0.6853,2021-01-08,-0.080,,
,,,3/1/2021,3761.45,3/11/2021,1231.01,3/12/2021,1.3924,2021-03-01,0.7577,2021-01-07,-0.076,,
,,,2/26/2021,3702.4,3/10/2021,1238.97,3/11/2021,1.3991,2021-02-26,0.8184,2021-01-06,-0.074,,
,,,2/25/2021,3788.74,3/9/2021,1235.7,3/10/2021,1.3932,2021-02-25,0.7822,2021-01-05,-0.073,,
,,,2/24/2021,3795.06,3/8/2021,1217.96,3/9/2021,1.3892,2021-02-24,0.7299,2021-01-04,-0.105,,
,,,2/23/2021,3771.34,3/5/2021,1228.65,3/8/2021,1.3824,2021-02-23,0.7179,2020-12-31,-0.061,,
,,,2/22/2021,3762.96,3/4/2021,1221.85,3/5/2021,1.3841,2021-02-22,0.6774,2020-12-30,-0.070,,
,,,2/19/2021,3769.95,3/3/2021,1226.74,3/4/2021,1.3895,2021-02-19,0.6972,2020-12-29,-0.069,,
,,,2/18/2021,3763.78,3/2/2021,1245.67,3/3/2021,1.3954,2021-02-18,0.6212,2020-12-24,-0.083,,
,,,2/17/2021,3813.85,3/1/2021,1238.79,3/2/2021,1.3955,2021-02-17,0.5712,2020-12-23,-0.087,,
,,,2/16/2021,3840.16,2/26/2021,1245.92,3/1/2021,1.3925,2021-02-16,0.6197,2020-12-22,-0.092,,
,,,2/15/2021,3843.19,2/25/2021,1263.79,2/26/2021,1.3933,2021-02-15,0.5700,2020-12-21,-0.077,,
,,,2/12/2021,3755,2/24/2021,1276.44,2/25/2021,1.4015,2021-02-12,0.5161,2020-12-18,-0.068,,
,,,2/11/2021,3726.46,2/23/2021,1279.45,2/24/2021,1.4141,2021-02-11,0.4686,2020-12-17,-0.080,,
,,,2/10/2021,3723.83,2/22/2021,1286.53,2/23/2021,1.4113,2021-02-10,0.4880,2020-12-16,-0.087,,
,,,2/9/2021,3731.03,2/19/2021,1273.85,2/22/2021,1.4063,2021-02-09,0.4621,2020-12-15,-0.066,,
,,,2/8/2021,3726.03,2/18/2021,1270.62,2/19/2021,1.4016,2021-02-08,0.4744,2020-12-14,-0.068,,
,,,2/5/2021,3709.95,2/17/2021,1281.13,2/18/2021,1.3975,2021-02-05,0.4809,2020-12-11,-0.056,,
,,,2/4/2021,3706.2,2/16/2021,1290.87,2/17/2021,1.3857,2021-02-04,0.4387,2020-12-10,-0.080,,
,,,2/3/2021,3706.36,2/15/2021,1308.21,2/16/2021,1.3903,2021-02-03,0.3701,2020-12-09,-0.069,,
,,,2/2/2021,3707.2,2/12/2021,1316.27,2/15/2021,1.3903,2021-02-02,0.3482,2020-12-08,-0.091,,
,,,2/1/2021,3673.96,2/11/2021,1321.25,2/12/2021,1.3849,2021-02-01,0.3204,2020-12-07,-0.087,,
,,,1/29/2021,3641.93,2/10/2021,1332.01,2/11/2021,1.3816,2021-01-29,0.3257,2020-12-04,-0.107,,
,,,1/28/2021,3699.97,2/9/2021,1330.57,2/10/2021,1.3834,2021-01-28,0.2862,2020-12-03,-0.109,,
,,,1/27/2021,3716.37,2/8/2021,1332.31,2/9/2021,1.3817,2021-01-27,0.2677,2020-12-01,-0.033,,
,,,1/26/2021,3761.64,2/5/2021,1321.11,2/8/2021,1.3741,2021-01-26,0.2643,2020-11-30,-0.108,,
,,,1/25/2021,3752,2/4/2021,1312.41,2/5/2021,1.3735,2021-01-25,0.2607,2020-11-27,-0.112,,
,,,1/22/2021,3786.06,2/3/2021,1344.14,2/4/2021,1.3672,2021-01-22,0.3064,2020-11-26,-0.041,,
,,,1/21/2021,3802.3,2/2/2021,1344.79,2/3/2021,1.3647,2021-01-21,0.3295,2020-11-24,-0.074,,
,,,1/20/2021,3816.31,2/1/2021,1362.04,2/2/2021,1.3668,2021-01-20,0.2997,2020-11-16,-0.057,,
,,,1/19/2021,3793.91,1/29/2021,1347.82,2/1/2021,1.3663,2021-01-19,0.2880,2020-11-13,-0.028,,
,,,1/18/2021,3798.3,1/28/2021,1343,1/29/2021,1.3708,2021-01-18,0.2864,2020-11-12,-0.034,,
,,,1/15/2021,3803.75,1/27/2021,1347.22,1/28/2021,1.3721,2021-01-15,0.2869,2020-11-11,-0.041,,
,,,1/14/2021,3839.42,1/26/2021,1347.53,1/27/2021,1.3687,2021-01-14,0.2897,2020-11-10,-0.048,,
,,,1/13/2021,3808.43,1/25/2021,1357.14,1/26/2021,1.3736,2021-01-13,0.3060,2020-11-06,-0.040,,
,,,1/12/2021,3815.7,1/22/2021,1355.96,1/25/2021,1.3675,2021-01-12,0.3504,2020-11-05,-0.031,,
,,,1/11/2021,3837.35,1/21/2021,1361.81,1/22/2021,1.3686,2021-01-11,0.3073,2020-11-04,-0.032,,
,,,1/8/2021,3880.43,1/20/2021,1370.95,1/21/2021,1.3733,2021-01-08,0.2868,2020-11-03,-0.034,,
,,,1/7/2021,3870.45,1/19/2021,1350.15,1/20/2021,1.3654,2021-01-07,0.2832,2020-11-02,-0.033,,
,,,1/6/2021,3861.77,1/18/2021,1355.22,1/19/2021,1.363,2021-01-06,0.2422,2020-10-30,-0.040,,
,,,1/5/2021,3749.27,1/15/2021,1345.79,1/18/2021,1.3587,2021-01-05,0.2083,2020-10-29,-0.024,,
,,,1/4/2021,3724.5,1/14/2021,1348.86,1/15/2021,1.359,2021-01-04,0.1713,2020-10-28,-0.027,,
,,,12/31/2020,3673.63,1/13/2021,1352.93,1/14/2021,1.3689,2020-12-31,0.1923,2020-10-27,-0.026,,
,,,12/30/2020,3723.98,1/12/2021,1357.39,1/13/2021,1.3639,2020-12-30,0.2113,2020-10-26,-0.025,,
,,,12/29/2020,3750.91,1/11/2021,1363.95,1/12/2021,1.3664,2020-12-29,0.2110,2020-10-23,-0.037,,
,,,12/24/2020,3692.84,1/8/2021,1363.04,1/11/2021,1.3518,2020-12-24,0.2525,2020-10-22,-0.028,,
,,,12/23/2020,3681.19,1/7/2021,1410.96,1/8/2021,1.3568,2020-12-23,0.2840,2020-10-21,-0.020,,
,,,12/22/2020,3649.62,1/6/2021,1409.84,1/7/2021,1.3568,2020-12-22,0.1811,2020-10-20,-0.019,,
,,,12/21/2020,3624.3,1/5/2021,1430.89,1/6/2021,1.3608,2020-12-21,0.2037,2020-10-19,-0.019,,
,,,12/18/2020,3689.82,1/4/2021,1431.71,1/5/2021,1.3627,2020-12-18,0.2471,2020-10-16,-0.026,,
,,,12/17/2020,3705.4,1/1/2021,1388.75,1/4/2021,1.3571,2020-12-17,0.2853,2020-10-15,-0.010,,
,,,12/16/2020,3707.68,12/31/2020,1389.44,1/1/2021,1.3672,2020-12-16,0.2711,2020-10-14,-0.010,,
,,,12/15/2020,3673.28,12/30/2020,1390.51,12/31/2020,1.367,2020-12-15,0.2591,2020-10-13,-0.009,,
,,,12/14/2020,3678.41,12/29/2020,1390.93,12/30/2020,1.3625,2020-12-14,0.2208,2020-10-12,-0.009,,
,,,12/11/2020,3680.43,12/28/2020,1392.68,12/29/2020,1.3503,2020-12-11,0.1707,2020-10-09,-0.013,,
,,,12/10/2020,3708.98,12/25/2020,1388.37,12/28/2020,1.3452,2020-12-10,0.1993,2020-10-08,-0.009,,
,,,12/9/2020,3697.66,12/24/2020,1389.27,12/25/2020,1.356,2020-12-09,0.2596,2020-10-07,-0.005,,
,,,12/8/2020,3695.13,12/23/2020,1387.9,12/24/2020,1.3558,2020-12-08,0.2555,2020-10-06,-0.005,,
,,,12/7/2020,3695.8,12/22/2020,1392.45,12/23/2020,1.3493,2020-12-07,0.2816,2020-10-05,-0.009,,
,,,12/4/2020,3702.27,12/21/2020,1394.06,12/22/2020,1.3361,2020-12-04,0.3501,2020-10-02,0.010,,
,,,12/3/2020,3672.88,12/18/2020,1390.16,12/21/2020,1.3464,2020-12-03,0.3209,2020-10-01,0.012,,
,,,12/2/2020,3651.32,12/17/2020,1388.27,12/18/2020,1.3523,2020-12-02,0.3525,2020-09-30,0.011,,
,,,12/1/2020,3614.17,12/16/2020,1380.32,12/17/2020,1.3585,2020-12-01,0.3459,2020-09-29,0.012,,
,,,11/30/2020,3542.87,12/15/2020,1376.44,12/16/2020,1.3509,2020-11-30,0.3038,2020-09-28,0.011,,
,,,11/27/2020,3593.68,12/14/2020,1370.56,12/15/2020,1.346,2020-11-27,0.2825,2020-09-25,-0.003,,
,,,11/26/2020,3589.04,12/11/2020,1391.5,12/14/2020,1.3324,2020-11-26,0.2794,2020-09-24,0.003,,
,,,11/25/2020,3607.81,12/10/2020,1381.52,12/11/2020,1.3224,2020-11-25,0.3161,2020-09-23,0.003,,
,,,11/24/2020,3633.35,12/9/2020,1372.25,12/10/2020,1.3295,2020-11-24,0.3286,2020-09-22,0.003,,
,,,11/23/2020,3582.28,12/8/2020,1400.64,12/9/2020,1.3399,2020-11-23,0.3172,2020-09-21,0.002,,
,,,11/20/2020,3586.51,12/7/2020,1391.63,12/8/2020,1.3355,2020-11-20,0.3005,2020-09-18,-0.018,,
,,,11/19/2020,3578.41,12/4/2020,1368.82,12/7/2020,1.338,2020-11-19,0.3218,2020-09-17,-0.003,,
,,,11/18/2020,3607.61,12/3/2020,1368.6,12/4/2020,1.3441,2020-11-18,0.3355,2020-09-16,-0.020,,
,,,11/17/2020,3591.59,12/2/2020,1369.9,12/3/2020,1.345,2020-11-17,0.3225,2020-09-15,0.004,,
,,,11/16/2020,3619.49,12/1/2020,1352.28,12/2/2020,1.3365,2020-11-16,0.3476,2020-09-14,-0.010,,
,,,11/13/2020,3560.25,11/30/2020,1333.78,12/1/2020,1.342,2020-11-13,0.3367,2020-09-11,-0.009,,
,,,11/12/2020,3569.99,11/27/2020,1343.06,11/30/2020,1.3323,2020-11-12,0.3472,2020-09-10,0.000,,
,,,11/11/2020,3590.16,11/26/2020,1359.34,11/27/2020,1.3311,2020-11-11,0.4119,2020-09-09,-0.003,,
,,,11/10/2020,3541.82,11/25/2020,1350.57,11/26/2020,1.3358,2020-11-10,0.3997,2020-09-08,-0.004,,
,,,11/9/2020,3485.27,11/24/2020,1352.88,11/25/2020,1.338,2020-11-09,0.3709,2020-09-07,-0.002,,
,,,11/6/2020,3326.65,11/23/2020,1379.4,11/24/2020,1.3357,2020-11-06,0.2731,2020-09-04,-0.022,,
,,,11/5/2020,3324.36,11/20/2020,1407.96,11/23/2020,1.3321,2020-11-05,0.2321,2020-08-28,-0.062,,
,,,11/4/2020,3309.13,11/19/2020,1407.29,11/20/2020,1.3275,2020-11-04,0.2059,2020-08-27,-0.015,,
,,,11/3/2020,3254.88,11/18/2020,1411.28,11/19/2020,1.3261,2020-11-03,0.2711,2020-08-26,-0.067,,
,,,11/2/2020,3184.55,11/17/2020,1419.28,11/18/2020,1.3273,2020-11-02,0.2170,2020-08-25,-0.047,,
,,,10/30/2020,3151.27,11/16/2020,1430.57,11/17/2020,1.3246,2020-10-30,0.2605,2020-08-24,-0.002,,
,,,10/29/2020,3152.13,11/13/2020,1431.25,11/16/2020,1.3199,2020-10-29,0.2203,2020-08-21,-0.019,,
,,,10/28/2020,3155.25,11/12/2020,1430.55,11/13/2020,1.3189,2020-10-28,0.2113,2020-08-20,-0.030,,
,,,10/27/2020,3233.99,11/11/2020,1410.7,11/12/2020,1.3118,2020-10-27,0.2304,2020-08-19,-0.039,,
,,,10/26/2020,3271.08,11/10/2020,1414.43,11/11/2020,1.3222,2020-10-26,0.2743,2020-08-18,-0.048,,
,,,10/23/2020,3310.38,11/9/2020,1415.25,11/10/2020,1.3272,2020-10-23,0.2785,2020-08-17,-0.017,,
,,,10/22/2020,3268.54,11/6/2020,1483.58,11/9/2020,1.3166,2020-10-22,0.2823,2020-08-14,0.136,,
,,,10/21/2020,3261.01,11/5/2020,1482.64,11/6/2020,1.3156,2020-10-21,0.2401,2020-08-13,0.011,,
,,,10/20/2020,3315.73,11/4/2020,1465.2,11/5/2020,1.3148,2020-10-20,0.1858,2020-08-12,0.004,,
,,,10/19/2020,3311.77,11/3/2020,1461.79,11/4/2020,1.2988,2020-10-19,0.1679,2020-08-11,0.005,,
,,,10/16/2020,3325.67,11/2/2020,1467.4,11/3/2020,1.3059,2020-10-16,0.1808,2020-08-10,-0.019,,
,,,10/15/2020,3286.96,10/30/2020,1450.56,11/2/2020,1.2917,2020-10-15,0.1784,2020-08-07,-0.003,,
,,,10/14/2020,3337.64,10/29/2020,1444.44,10/30/2020,1.2947,2020-10-14,0.2185,2020-08-06,0.002,,
,,,10/13/2020,3350.92,10/28/2020,1445.83,10/29/2020,1.293,2020-10-13,0.2379,2020-08-05,0.007,,
,,,10/12/2020,3374.54,10/27/2020,1462.4,10/28/2020,1.2983,2020-10-12,0.2705,2020-08-04,-0.025,,
,,,10/9/2020,3378.37,10/26/2020,1460.43,10/27/2020,1.3044,2020-10-09,0.2791,2020-08-03,-0.005,,
,,,10/8/2020,3356.09,10/23/2020,1457.78,10/26/2020,1.3024,2020-10-08,0.2872,2020-07-30,0.030,,
,,,10/7/2020,3336.83,10/22/2020,1455.41,10/23/2020,1.3039,2020-10-07,0.3018,2020-07-29,0.052,,
,,,10/6/2020,3337.87,10/21/2020,1463.81,10/22/2020,1.3083,2020-10-06,0.2863,2020-07-28,0.027,,
,,,10/5/2020,3326.83,10/20/2020,1472.37,10/21/2020,1.3149,2020-10-05,0.2872,2020-07-27,0.038,,
,,,10/2/2020,3301.34,10/19/2020,1470.97,10/20/2020,1.2948,2020-10-02,0.2452,2020-07-24,0.041,,
,,,10/1/2020,3290.91,10/16/2020,1470.51,10/19/2020,1.2948,2020-10-01,0.2333,2020-07-23,-0.005,,
,,,9/30/2020,3282.25,10/15/2020,1479.05,10/16/2020,1.2915,2020-09-30,0.2283,2020-07-22,0.000,,
,,,9/29/2020,3291.35,10/14/2020,1461.46,10/15/2020,1.2909,2020-09-29,0.1824,2020-07-21,0.034,,
,,,9/28/2020,3311.88,10/13/2020,1462.06,10/14/2020,1.3012,2020-09-28,0.2010,2020-07-20,0.058,,
,,,9/25/2020,3261.99,10/12/2020,1471.35,10/13/2020,1.2937,2020-09-25,0.1872,2020-07-17,0.032,,
,,,9/24/2020,3245.12,10/9/2020,1479.76,10/12/2020,1.3064,2020-09-24,0.2178,2020-07-16,0.044,,
,,,9/23/2020,3286.62,10/8/2020,1463.68,10/9/2020,1.3036,2020-09-23,0.2174,2020-07-15,0.040,,
,,,9/22/2020,3249.29,10/7/2020,1460.66,10/8/2020,1.2938,2020-09-22,0.2021,2020-07-14,0.037,,
,,,9/21/2020,3240.11,10/6/2020,1458.75,10/7/2020,1.2919,2020-09-21,0.1555,2020-07-13,0.032,,
,,,9/18/2020,3356.02,10/5/2020,1474.12,10/6/2020,1.2881,2020-09-18,0.1824,2020-07-10,0.029,,
,,,9/17/2020,3380.28,10/2/2020,1468.44,10/5/2020,1.2979,2020-09-17,0.1837,2020-07-09,0.029,,
,,,9/16/2020,3394.89,10/1/2020,1478.76,10/2/2020,1.2935,2020-09-16,0.2097,2020-07-08,0.029,,
,,,9/15/2020,3407.96,9/30/2020,1459.19,10/1/2020,1.2891,2020-09-15,0.2162,2020-07-07,0.031,,
,,,9/14/2020,3367.56,9/29/2020,1475.71,9/30/2020,1.292,2020-09-14,0.1933,2020-07-06,0.026,,
,,,9/11/2020,3365.9,9/28/2020,1466.05,9/29/2020,1.2863,2020-09-11,0.1809,2020-07-03,0.013,,
,,,9/10/2020,3353.64,9/25/2020,1460.49,9/28/2020,1.2834,2020-09-10,0.2260,2020-07-02,0.013,,
,,,9/9/2020,3358.15,9/24/2020,1465.78,9/25/2020,1.2746,2020-09-09,0.2356,2020-07-01,0.006,,
,,,9/8/2020,3322.13,9/23/2020,1464.16,9/24/2020,1.2747,2020-09-08,0.1873,2020-06-30,0.013,,
,,,9/7/2020,3326.26,9/22/2020,1492.29,9/23/2020,1.2724,2020-09-07,0.2471,2020-06-29,0.000,,
,,,9/4/2020,3254.14,9/21/2020,1492.27,9/22/2020,1.2733,2020-09-04,0.2612,2020-06-26,0.014,,
,,,9/3/2020,3281.39,9/18/2020,1509.89,9/21/2020,1.2817,2020-09-03,0.2351,2020-06-25,0.022,,
,,,9/2/2020,3329.78,9/17/2020,1498.64,9/18/2020,1.2917,2020-09-02,0.2288,2020-06-24,0.019,,
,,,9/1/2020,3290.81,9/16/2020,1510.86,9/17/2020,1.2973,2020-09-01,0.2931,2020-06-23,0.024,,
,,,8/28/2020,3342.44,9/15/2020,1516.03,9/16/2020,1.2967,2020-08-28,0.3102,2020-06-22,0.030,,
,,,8/27/2020,3357.92,9/14/2020,1523.02,9/15/2020,1.2889,2020-08-27,0.3350,2020-06-19,0.021,,
,,,8/26/2020,3377.73,9/11/2020,1516.22,9/14/2020,1.2846,2020-08-26,0.3005,2020-06-18,0.029,,
,,,8/25/2020,3367.92,9/10/2020,1519.47,9/11/2020,1.2796,2020-08-25,0.2623,2020-06-17,0.026,,
,,,8/24/2020,3402.17,9/9/2020,1497.31,9/10/2020,1.2805,2020-08-24,0.2117,2020-06-16,0.034,,
,,,8/21/2020,3352.18,9/8/2020,1488.08,9/9/2020,1.3002,2020-08-21,0.2049,2020-06-15,0.029,,
,,,8/20/2020,3354.33,9/7/2020,1463.34,9/8/2020,1.2982,2020-08-20,0.2243,2020-06-12,0.023,,
,,,8/19/2020,3401.86,9/4/2020,1456.62,9/7/2020,1.3166,2020-08-19,0.2351,2020-06-11,0.048,,
,,,8/18/2020,3387.25,9/3/2020,1453.57,9/4/2020,1.3279,2020-08-18,0.2179,2020-06-10,0.047,,
,,,8/17/2020,3415.77,9/2/2020,1455.24,9/3/2020,1.3281,2020-08-17,0.2153,2020-06-09,0.046,,
,,,8/14/2020,3397.87,9/1/2020,1472.1,9/2/2020,1.335,2020-08-14,0.2419,2020-06-08,0.049,,
,,,8/13/2020,3447.01,8/31/2020,1471.86,9/1/2020,1.3384,2020-08-13,0.2419,2020-06-05,0.037,,
,,,8/12/2020,3494.22,8/28/2020,1471.85,8/31/2020,1.337,2020-08-12,0.2361,2020-06-04,0.073,,
